phoneId,phoneNumber,network
"143778","07700 410259","O2"
"143850","07700 603356","Three"
"143867","07700 489984","T-Mobile"
"143879","07700 636206","Orange"
"143881","07700 160932","Vodafone"
"143898","07700 638513","Three"
"143901","07700 042261","O2"
"143956","07700 936889","Vodafone"
"143968","07700 571194","T-Mobile"
"67259","07700 254260","O2"
"67261","07700 078694","O2"
"67273","07700 345881","O2"
"67317","07700 254998","T-Mobile"
"67329","07700 721130","Orange"
"67331","07700 337816","Vodafone"
"67336","07700 305167","Vodafone"
"67343","07700 780702","O2"
"67386","07700 969836","Vodafone"
"67398","07700 436396","Orange"
"67401","07700 688624","Orange"
"67456","07700 510336","O2"
"67519","07700 869872","Vodafone"
"67569","07700 408365","Three"
"67576","07700 057458","Orange"
"67608","07700 086141","Vodafone"
"67691","07700 390904","Three"
"67711","07700 389514","Three"
"67766","07700 152321","O2"
"67792","07700 023057","Orange"
"67848","07700 784298","T-Mobile"
"67850","07700 356279","Orange"
"67881","07700 364003","O2"
"67918","07700 967021","Three"
"67932","07700 315249","Orange"
"67975","07700 630220","Orange"
"67999","07700 352753","Vodafone"
"68036","07700 669816","Orange"
"68081","07700 709177","Vodafone"
"68120","07700 525978","T-Mobile"
"68137","07700 433723","Vodafone"
"68144","07700 151160","Vodafone"
"68182","07700 093929","O2"
"68214","07700 777601","O2"
"68288","07700 869517","Orange"
"68303","07700 591394","Three"
"68334","07700 651252","Three"
"68404","07700 575549","O2"
"68411","07700 544699","Three"
"68442","07700 137211","Three"
"68447","07700 189437","O2"
"68459","07700 689933","T-Mobile"
"68478","07700 026943","Vodafone"
"68505","07700 709648","T-Mobile"
"68517","07700 983763","Three"
"68524","07700 048671","Orange"
"68548","07700 031472","Three"
"68550","07700 799683","O2"
"68581","07700 805735","O2"
"68593","07700 552910","O2"
"68620","07700 835350","O2"
"68625","07700 445124","Orange"
"68637","07700 627695","Orange"
"68649","07700 819922","Orange"
"68651","07700 789683","Orange"
"68687","07700 235582","T-Mobile"
"68803","07700 764849","O2"
"68839","07700 419636","Orange"
"68846","07700 156989","Vodafone"
"68891","07700 781746","Orange"
"68916","07700 677958","O2"
"68992","07700 493216","Three"
"69027","07700 531720","O2"
"69053","07700 098566","T-Mobile"
"69111","07700 441311","Three"
"69147","07700 449782","Orange"
"69161","07700 115162","Vodafone"
"69166","07700 146332","Vodafone"
"69185","07700 668037","Three"
"69192","07700 746796","O2"
"69262","07700 359486","Orange"
"69274","07700 754447","Orange"
"69281","07700 309261","Vodafone"
"69293","07700 208956","Orange"
"69351","07700 955890","Orange"
"69370","07700 214267","O2"
"69375","07700 333588","Orange"
"69469","07700 458191","Orange"
"69488","07700 418148","Vodafone"
"69508","07700 324085","Three"
"69527","07700 259310","Vodafone"
"69609","07700 248735","Vodafone"
"69654","07700 570046","Orange"
"69680","07700 325347","O2"
"69692","07700 416413","T-Mobile"
"69729","07700 320141","Orange"
"69748","07700 084448","O2"
"69750","07700 134623","O2"
"69774","07700 676228","Orange"
"69818","07700 027569","Three"
"69832","07700 976132","Vodafone"
"69870","07700 512255","Vodafone"
"69945","07700 960969","O2"
"70005","07700 825140","T-Mobile"
"70012","07700 511815","T-Mobile"
"70031","07700 521984","T-Mobile"
"70144","07700 232309","Vodafone"
"70219","07700 094369","Vodafone"
"70226","07700 095076","T-Mobile"
"70269","07700 446872","Orange"
"70283","07700 501413","T-Mobile"
"70310","07700 598017","T-Mobile"
"70327","07700 326749","Orange"
"70353","07700 792609","Orange"
"15232","07700 513884","Orange"
"15270","07700 352287","Vodafone"
"15275","07700 051098","T-Mobile"
"15287","07700 685983","Vodafone"
"15345","07700 032360","T-Mobile"
"15376","07700 670791","O2"
"15395","07700 067631","T-Mobile"
"15528","07700 901412","Three"
"15547","07700 179363","O2"
"15578","07700 055383","Three"
"15624","07700 503924","Vodafone"
"15636","07700 360095","Vodafone"
"15667","07700 171410","Three"
"15693","07700 496051","T-Mobile"
"15737","07700 336640","T-Mobile"
"15763","07700 669249","Orange"
"15768","07700 469581","T-Mobile"
"15794","07700 333745","Three"
"15864","07700 325596","T-Mobile"
"15883","07700 892209","T-Mobile"
"15888","07700 170139","Orange"
"15895","07700 937225","Vodafone"
"15908","07700 692752","O2"
"15927","07700 931247","Three"
"15934","07700 567884","Three"
"16019","07700 178656","O2"
"16052","07700 361540","Vodafone"
"16090","07700 193170","T-Mobile"
"385","07700 051029","O2"
"412","07700 119059","O2"
"431","07700 745420","Three"
"462","07700 654456","Three"
"474","07700 872905","Three"
"481","07700 803294","Vodafone"
"501","07700 737101","Three"
"563","07700 071064","Vodafone"
"587","07700 577282","T-Mobile"
"602","07700 595217","Vodafone"
"669","07700 808132","Orange"
"688","07700 012568","Vodafone"
"710","07700 093944","O2"
"734","07700 048926","Three"
"760","07700 268287","Orange"
"789","07700 413949","Three"
"878","07700 462939","Vodafone"
"892","07700 660660","Orange"
"955","07700 200067","Orange"
"962","07700 642438","O2"
"993","07700 046400","O2"
"1031","07700 716579","Three"
"1163","07700 086817","Orange"
"1308","07700 520301","T-Mobile"
"1339","07700 615051","Three"
"1341","07700 466666","Vodafone"
"1389","07700 974683","Vodafone"
"1416","07700 818620","O2"
"1480","07700 854322","O2"
"1497","07700 547431","Vodafone"
"1500","07700 073362","Three"
"1505","07700 987473","T-Mobile"
"1548","07700 370448","Vodafone"
"1562","07700 310059","O2"
"1598","07700 781096","Orange"
"1637","07700 001530","Three"
"1644","07700 742734","Orange"
"1663","07700 387492","T-Mobile"
"1699","07700 046045","Vodafone"
"1776","07700 731601","Three"
"1790","07700 052734","T-Mobile"
"1935","07700 945776","Orange"
"1961","07700 710249","O2"
"1997","07700 176723","Vodafone"
"2027","07700 120768","Orange"
"2034","07700 048060","T-Mobile"
"2065","07700 612271","Orange"
"2096","07700 264994","Orange"
"2123","07700 587397","Three"
"2128","07700 502230","Three"
"2130","07700 152252","O2"
"2142","07700 604304","T-Mobile"
"2231","07700 101378","Orange"
"2255","07700 571762","Vodafone"
"2262","07700 108054","Orange"
"2320","07700 611627","O2"
"2332","07700 440636","T-Mobile"
"2344","07700 235034","Three"
"2349","07700 851003","Three"
"2356","07700 198724","T-Mobile"
"2368","07700 718124","Vodafone"
"2382","07700 485665","T-Mobile"
"2387","07700 480589","Vodafone"
"2433","07700 047752","T-Mobile"
"2483","07700 815577","T-Mobile"
"2490","07700 561486","Three"
"2508","07700 269081","O2"
"2515","07700 397665","T-Mobile"
"2546","07700 264637","Orange"
"2558","07700 330252","Vodafone"
"2560","07700 209913","T-Mobile"
"2565","07700 198012","Orange"
"2577","07700 134373","Orange"
"2609","07700 997211","T-Mobile"
"2611","07700 330870","T-Mobile"
"2628","07700 878141","Vodafone"
"2635","07700 362779","Vodafone"
"2642","07700 003135","Three"
"2647","07700 985620","O2"
"2654","07700 452718","Vodafone"
"2661","07700 840586","T-Mobile"
"2666","07700 652873","O2"
"2678","07700 830809","Orange"
"2680","07700 078028","O2"
"2692","07700 980867","Orange"
"2697","07700 355286","O2"
"2712","07700 442657","Vodafone"
"2748","07700 159348","T-Mobile"
"2750","07700 011472","T-Mobile"
"2767","07700 065417","T-Mobile"
"2779","07700 068691","O2"
"2786","07700 674816","T-Mobile"
"2798","07700 264919","Orange"
"2806","07700 221767","Orange"
"2813","07700 267629","T-Mobile"
"2820","07700 852806","T-Mobile"
"2844","07700 053677","Three"
"2851","07700 476022","Orange"
"2856","07700 926344","Orange"
"2875","07700 240315","Vodafone"
"2882","07700 019869","Three"
"2887","07700 972541","T-Mobile"
"2899","07700 900747","T-Mobile"
"2914","07700 523761","T-Mobile"
"2919","07700 023605","Vodafone"
"2926","07700 741886","O2"
"2938","07700 152569","T-Mobile"
"2964","07700 888927","Vodafone"
"2971","07700 741322","T-Mobile"
"2990","07700 877956","T-Mobile"
"3006","07700 473067","Three"
"3025","07700 132410","Vodafone"
"3037","07700 974017","Orange"
"3102","07700 390047","O2"
"3114","07700 641545","T-Mobile"
"3126","07700 235276","Three"
"3140","07700 072228","O2"
"3164","07700 292983","T-Mobile"
"3169","07700 129888","T-Mobile"
"3171","07700 278696","O2"
"3176","07700 284818","O2"
"3183","07700 341185","Vodafone"
"3195","07700 538345","Three"
"3222","07700 286593","Three"
"75877","07700 779273","Vodafone"
"75889","07700 434642","Orange"
"75909","07700 380282","Vodafone"
"75911","07700 714454","T-Mobile"
"75935","07700 608479","T-Mobile"
"75966","07700 551776","O2"
"76039","07700 339237","T-Mobile"
"76058","07700 500126","T-Mobile"
"76096","07700 688749","Vodafone"
"76111","07700 114380","Vodafone"
"76161","07700 647023","Vodafone"
"76180","07700 341648","Orange"
"76185","07700 602025","T-Mobile"
"76212","07700 112516","O2"
"76224","07700 334992","Three"
"76243","07700 285992","T-Mobile"
"76255","07700 034749","Orange"
"76306","07700 327934","O2"
"76351","07700 380627","Vodafone"
"76394","07700 770639","T-Mobile"
"76399","07700 603876","Three"
"76402","07700 291003","Three"
"76433","07700 748766","Vodafone"
"76438","07700 133955","T-Mobile"
"76457","07700 144625","T-Mobile"
"76476","07700 254642","Three"
"76510","07700 419064","Vodafone"
"76527","07700 808621","Three"
"76560","07700 689851","O2"
"76572","07700 888694","Orange"
"76577","07700 812002","Vodafone"
"76591","07700 846926","O2"
"76616","07700 895698","T-Mobile"
"76635","07700 250670","Vodafone"
"76647","07700 752581","O2"
"76659","07700 314225","Orange"
"76661","07700 183032","O2"
"76712","07700 228798","Orange"
"76717","07700 557968","Vodafone"
"76729","07700 811864","Three"
"76736","07700 652399","Orange"
"76743","07700 635958","Vodafone"
"76748","07700 765682","T-Mobile"
"76750","07700 224041","Three"
"76786","07700 335675","Three"
"76813","07700 136696","Vodafone"
"76818","07700 171931","Three"
"76837","07700 465087","O2"
"76856","07700 115508","O2"
"76907","07700 393974","T-Mobile"
"76926","07700 274910","Three"
"76938","07700 252546","T-Mobile"
"76940","07700 423951","Vodafone"
"76957","07700 929292","Orange"
"77001","07700 152190","Three"
"77037","07700 632439","O2"
"77049","07700 521011","Vodafone"
"77099","07700 257463","O2"
"77119","07700 921230","T-Mobile"
"77121","07700 013284","O2"
"77126","07700 942585","Vodafone"
"77133","07700 839435","Orange"
"77188","07700 486468","Orange"
"77215","07700 359031","O2"
"77234","07700 831119","T-Mobile"
"77239","07700 159658","O2"
"77246","07700 416717","Three"
"77258","07700 370148","Vodafone"
"77272","07700 550252","Orange"
"77328","07700 950509","Vodafone"
"77373","07700 865572","T-Mobile"
"77385","07700 091313","Three"
"26474","07700 673617","Vodafone"
"26498","07700 672596","Orange"
"26518","07700 955751","Orange"
"26525","07700 703104","Three"
"26544","07700 714538","Vodafone"
"26568","07700 364248","Orange"
"26587","07700 549381","Three"
"26607","07700 773377","O2"
"26671","07700 587531","Vodafone"
"26695","07700 726769","T-Mobile"
"26710","07700 250320","O2"
"77400","07700 412965","T-Mobile"
"77417","07700 842178","O2"
"77443","07700 566815","O2"
"77462","07700 949201","Vodafone"
"77474","07700 282406","Orange"
"77479","07700 837079","Three"
"77486","07700 627358","Vodafone"
"77506","07700 525477","Three"
"77513","07700 345513","Orange"
"77520","07700 500277","Orange"
"77570","07700 958871","Vodafone"
"77582","07700 128713","T-Mobile"
"77640","07700 615105","Three"
"77664","07700 055284","Orange"
"77669","07700 027698","Vodafone"
"77708","07700 534117","Three"
"77753","07700 387569","Orange"
"77772","07700 949306","Vodafone"
"77784","07700 116848","Orange"
"77847","07700 621754","Vodafone"
"77931","07700 178408","T-Mobile"
"77962","07700 249844","O2"
"78073","07700 903095","T-Mobile"
"78092","07700 623714","O2"
"78117","07700 467083","O2"
"78193","07700 331370","Three"
"78201","07700 054057","Three"
"78256","07700 283864","O2"
"78321","07700 553932","T-Mobile"
"78333","07700 168961","Orange"
"78352","07700 196044","Orange"
"78357","07700 417472","Vodafone"
"78376","07700 318152","Three"
"78441","07700 257049","Orange"
"78509","07700 009027","Three"
"78542","07700 600477","Orange"
"78578","07700 387390","Orange"
"78592","07700 824300","Three"
"78782","07700 874037","Orange"
"78807","07700 864350","O2"
"78838","07700 278450","Orange"
"78845","07700 843123","Orange"
"78903","07700 040905","T-Mobile"
"78908","07700 983794","Orange"
"63904","07700 356188","Vodafone"
"63959","07700 638384","Vodafone"
"63961","07700 496205","Orange"
"63980","07700 181729","Vodafone"
"64015","07700 743101","T-Mobile"
"64041","07700 063324","O2"
"64255","07700 303323","Three"
"64262","07700 637079","Orange"
"64337","07700 121466","T-Mobile"
"66511","07700 571822","T-Mobile"
"66573","07700 282969","Vodafone"
"78960","07700 210395","Three"
"79033","07700 637188","Vodafone"
"70365","07700 572667","Vodafone"
"70391","07700 807504","Vodafone"
"70447","07700 114363","O2"
"70459","07700 636822","Vodafone"
"70524","07700 806498","O2"
"70562","07700 714384","Three"
"70601","07700 245467","Vodafone"
"70632","07700 921285","T-Mobile"
"70644","07700 736629","Orange"
"70656","07700 363688","T-Mobile"
"70670","07700 717131","O2"
"70740","07700 719560","Vodafone"
"70764","07700 641951","Orange"
"70834","07700 542539","Orange"
"70877","07700 979795","O2"
"70923","07700 529272","T-Mobile"
"70942","07700 149732","Vodafone"
"70954","07700 253274","Vodafone"
"70959","07700 390088","Three"
"70973","07700 588910","Orange"
"71015","07700 644747","T-Mobile"
"71065","07700 040007","Vodafone"
"71159","07700 751978","Vodafone"
"71178","07700 196748","O2"
"71255","07700 293690","Vodafone"
"71262","07700 650339","T-Mobile"
"71274","07700 572104","T-Mobile"
"71301","07700 577422","Vodafone"
"71325","07700 618143","Three"
"71332","07700 896314","Three"
"71370","07700 087667","Three"
"71387","07700 645033","Vodafone"
"71440","07700 276285","Orange"
"71471","07700 309817","Vodafone"
"71483","07700 843332","Orange"
"71508","07700 748386","O2"
"71534","07700 984536","T-Mobile"
"71541","07700 849611","O2"
"71630","07700 154975","Three"
"73187","07700 849940","Orange"
"73288","07700 890895","Three"
"73295","07700 683646","Three"
"73315","07700 160833","Orange"
"73327","07700 186756","Vodafone"
"73334","07700 739831","O2"
"73358","07700 003095","T-Mobile"
"73372","07700 375197","Three"
"73389","07700 496522","Vodafone"
"73404","07700 503839","T-Mobile"
"73442","07700 124683","Three"
"73620","07700 493388","O2"
"73625","07700 415815","Three"
"73649","07700 283089","T-Mobile"
"73668","07700 195029","Three"
"73699","07700 212337","Orange"
"73714","07700 865366","Three"
"73783","07700 541040","T-Mobile"
"73803","07700 662145","O2"
"73834","07700 577554","O2"
"73896","07700 543466","Three"
"73911","07700 111581","Three"
"73942","07700 191041","O2"
"73966","07700 684598","Vodafone"
"73980","07700 788869","T-Mobile"
"73992","07700 463232","Three"
"74015","07700 623190","Orange"
"74065","07700 393369","Vodafone"
"74077","07700 349588","Three"
"74123","07700 167681","Three"
"74142","07700 290398","Orange"
"74185","07700 046074","Orange"
"74192","07700 621293","T-Mobile"
"74200","07700 547561","Vodafone"
"74217","07700 553453","Three"
"74243","07700 845151","T-Mobile"
"74250","07700 132131","Three"
"74318","07700 818313","Orange"
"74370","07700 061426","Orange"
"74402","07700 988952","Orange"
"74438","07700 167526","Vodafone"
"74476","07700 825432","T-Mobile"
"74527","07700 747978","Vodafone"
"74534","07700 157532","T-Mobile"
"74553","07700 949451","Vodafone"
"74565","07700 325636","Three"
"74572","07700 085660","Orange"
"74642","07700 158339","T-Mobile"
"74724","07700 894542","Three"
"74729","07700 412285","T-Mobile"
"76023","07700 850821","T-Mobile"
"76030","07700 392052","T-Mobile"
"76047","07700 683677","Orange"
"76131","07700 636547","Three"
"76193","07700 891241","O2"
"76218","07700 198203","O2"
"76225","07700 896721","Orange"
"76237","07700 845868","O2"
"76249","07700 335540","Orange"
"76275","07700 677708","T-Mobile"
"76287","07700 939810","Three"
"76314","07700 530923","Orange"
"76326","07700 065365","Orange"
"76345","07700 967542","Vodafone"
"76364","07700 314637","Three"
"76371","07700 685172","Vodafone"
"76390","07700 844467","Three"
"76410","07700 470116","Vodafone"
"76415","07700 389931","Orange"
"76441","07700 215204","Orange"
"76460","07700 014442","Vodafone"
"76511","07700 699189","Orange"
"76535","07700 675479","Vodafone"
"78891","07700 518993","O2"
"78980","07700 947171","Three"
"79010","07700 544022","T-Mobile"
"25403","07700 672460","O2"
"25439","07700 779606","T-Mobile"
"25460","07700 256786","T-Mobile"
"25516","07700 390025","Three"
"25566","07700 979201","Vodafone"
"25585","07700 932518","O2"
"25605","07700 450614","Vodafone"
"25612","07700 533737","Three"
"25643","07700 605160","O2"
